time,time_ms,speed,acceleration,vehicle_ref,actorConfig_id,actorConfig_emissionClass,actorConfig_fuel,actorConfig_ref,actorConfig_vehicleClass,Power
06:30:00,23400000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:01,23401000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:02,23402000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:03,23403000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:04,23404000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:05,23405000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:06,23406000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:07,23407000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:08,23408000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:09,23409000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:10,23410000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:11,23411000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:12,23412000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:13,23413000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:14,23414000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:15,23415000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:16,23416000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:17,23417000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:18,23418000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:19,23419000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:20,23420000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:21,23421000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:22,23422000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:23,23423000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:24,23424000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:25,23425000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:26,23426000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:27,23427000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:28,23428000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:29,23429000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:30,23430000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:31,23431000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:32,23432000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:33,23433000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
06:30:34,23434000,0,0,Route1_trip151688020_06:30:00,8,Euro4,Gasoline,Gillig_105,Passenger,0.36096466
